Varco,Data,Passaggi 24h
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,07/29/2015,42711
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,07/30/2015,43447
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,07/31/2015,41352
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/01/2015,33516
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/02/2015,10620
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/03/2015,23502
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/04/2015,37276
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/05/2015,37281
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/06/2015,36711
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/07/2015,34817
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/08/2015,25664
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/09/2015,22010
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/10/2015,26134
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/11/2015,25214
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/12/2015,24335
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/13/2015,24342
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/14/2015,23286
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/15/2015,18800
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/16/2015,20008
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/17/2015,23826
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/18/2015,23895
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/19/2015,24312
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/20/2015,24742
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/21/2015,26676
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/22/2015,25050
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/23/2015,25236
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/24/2015,31531
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/25/2015,32401
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/26/2015,34413
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/27/2015,35936
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/28/2015,37484
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/29/2015,33506
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/30/2015,32028
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,08/31/2015,38523
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/01/2015,41186
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/02/2015,40206
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/03/2015,42345
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/04/2015,44723
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/05/2015,40179
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/06/2015,37336
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/07/2015,42527
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/08/2015,42923
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/09/2015,34787
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/10/2015,22116
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/11/2015,25354
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/12/2015,42866
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/13/2015,36053
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/14/2015,34699
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/15/2015,44108
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/16/2015,43131
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/17/2015,44773
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/18/2015,47068
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/19/2015,43925
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/20/2015,39356
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/21/2015,42746
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/22/2015,44729
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/23/2015,43219
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/24/2015,45873
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/25/2015,47924
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/26/2015,44252
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/27/2015,39874
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/28/2015,44776
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/29/2015,41334
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,09/30/2015,45341
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/01/2015,13966
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/02/2015,13569
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/03/2015,14869
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/04/2015,12773
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/05/2015,10621
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/06/2015,14092
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/07/2015,14368
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/08/2015,9638
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/09/2015,14595
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/10/2015,14579
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/11/2015,12235
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/12/2015,10172
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/13/2015,14134
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/14/2015,14166
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/15/2015,14379
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/16/2015,14597
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/17/2015,14500
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/18/2015,11205
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/19/2015,9655
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/20/2015,13867
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/21/2015,13999
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/22/2015,14270
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/23/2015,14325
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/24/2015,14204
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/25/2015,11289
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/26/2015,9907
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/27/2015,13445
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/28/2015,13301
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/29/2015,13123
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/30/2015,13307
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,07/31/2015,13308
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/01/2015,10310
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/02/2015,9055
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/03/2015,12310
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/04/2015,12331
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/05/2015,12362
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/06/2015,12292
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/07/2015,11684
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/08/2015,8397
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/09/2015,7157
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/10/2015,8988
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/11/2015,8988
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/12/2015,8585
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/13/2015,8446
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/14/2015,8220
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/15/2015,5863
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/16/2015,6352
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/17/2015,8273
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/18/2015,8371
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/19/2015,8658
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/20/2015,9006
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/21/2015,9028
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/22/2015,7908
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/23/2015,7615
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/24/2015,10586
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/25/2015,11319
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/26/2015,11649
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/27/2015,11930
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/28/2015,12341
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/29/2015,10311
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/30/2015,9519
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,08/31/2015,13094
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/01/2015,13805
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/02/2015,13812
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/03/2015,14249
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/04/2015,14451
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/05/2015,12405
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/06/2015,10951
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/07/2015,14002
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/08/2015,14416
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/09/2015,14412
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/10/2015,14716
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/11/2015,14905
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/12/2015,13515
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/13/2015,11011
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/14/2015,14144
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/15/2015,14651
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/16/2015,14513
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/17/2015,14528
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/18/2015,15367
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/19/2015,13729
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/20/2015,11567
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/21/2015,14538
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/22/2015,15033
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/23/2015,14740
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/24/2015,15216
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/25/2015,15468
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/26/2015,13930
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/27/2015,11861
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/28/2015,14693
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/29/2015,14882
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,09/30/2015,15143
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/01/2015,13013
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/02/2015,13291
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/03/2015,14350
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/04/2015,11737
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/05/2015,9968
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/06/2015,13903
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/07/2015,13891
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/08/2015,13881
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/09/2015,13997
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/10/2015,14162
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/11/2015,11501
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/12/2015,9494
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/13/2015,13182
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/14/2015,13699
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/15/2015,13752
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/16/2015,14008
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/17/2015,14205
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/18/2015,10958
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/19/2015,8854
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/20/2015,12916
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/21/2015,13423
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/22/2015,13847
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/23/2015,13879
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/24/2015,14146
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/25/2015,10991
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/26/2015,9217
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/27/2015,12874
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/28/2015,12092
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/29/2015,12242
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/30/2015,12373
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,07/31/2015,12843
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/01/2015,10265
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/02/2015,7700
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/03/2015,11596
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/04/2015,11727
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/05/2015,11679
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/06/2015,11834
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/07/2015,11551
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/08/2015,8011
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/09/2015,6892
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/10/2015,8579
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/11/2015,8517
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/12/2015,8280
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/13/2015,8107
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/14/2015,7953
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/15/2015,5243
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/16/2015,5782
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/17/2015,7740
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/18/2015,7960
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/19/2015,8046
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/20/2015,8460
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/21/2015,8482
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/22/2015,7480
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/23/2015,7044
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/24/2015,10136
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/25/2015,10510
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/26/2015,11160
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/27/2015,11357
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/28/2015,11766
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/29/2015,9670
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/30/2015,8744
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,08/31/2015,12754
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/01/2015,13104
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/02/2015,13521
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/03/2015,13860
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/04/2015,14111
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/05/2015,11788
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/06/2015,10448
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/07/2015,13795
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/08/2015,13984
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/09/2015,14105
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/10/2015,14348
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/11/2015,14994
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/12/2015,12969
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/13/2015,10310
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/14/2015,13659
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/15/2015,13847
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/16/2015,14229
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/17/2015,14344
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/18/2015,15190
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/19/2015,13244
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/20/2015,11053
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/21/2015,14124
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/22/2015,14228
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/23/2015,14382
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/24/2015,14930
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/25/2015,15168
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/26/2015,13208
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/27/2015,11211
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/28/2015,14210
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/29/2015,14355
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,09/30/2015,14727
